rn,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed
empirical_sigma.0001,0.455441501546369,0.468747340321353,0.481723481659619,0.46863744117578,0.34899390595835,0.361915224489006,0.374722338565108,0.362067900375107,0.001,0.001,0.001,0.001,0.001,0.001,15.871,Linear,Linear,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
empirical_sigma.001,0.30283379632034,0.306452469524709,0.31538936409216,0.30822520997907,0.236987491314544,0.248103462414549,0.25170300074955,0.245652605077973,0.01,0.01,0.01,0.01,0.01,0.01,17.125,Linear,Linear,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0732955386374416,0.0788756993932169,0.0849312915020432,0.0790341765109006,0.0806102175524607,0.0908142013701325,0.0845918658592527,0.0855456217505118,0.1,0.1,0.1,0.1,0.1,0.1,18.984,Linear,Linear,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
empirical_sigma.02,0.0511749586432209,0.0500420478083907,0.0608228452174035,0.0540132838896717,0.0501953669240436,0.051352799816192,0.0542151519419567,0.0521561400563112,0.2,0.2,0.2,0.2,0.2,0.2,18.726,Linear,Linear,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
empirical_sigma.03,0.0406840021395797,0.0370623220228118,0.0497374555810637,0.0424945932478184,0.0348347507641939,0.0312635979917252,0.0412672243436405,0.0364075758882613,0.3,0.3,0.3,0.3,0.3,0.3,18.79,Linear,Linear,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
empirical_independence,0.0255798716487376,0.0181921743944664,0.0397640167937295,0.0278453542789778,0.015173279765645,0.0124617632263878,0.015722342736357,0.017056230838372,Inf,Inf,Inf,Inf,Inf,Inf,19.049,Linear,Linear,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
Gaussian,0.0323159927422548,0.0249676887898532,0.0422095609403687,0.0331644141574922,0.0235985053392125,0.0185840952723977,0.0260804570603016,0.0240219601202937,,,,,,,16.561,Linear,Linear,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
copula,0.0330069936497401,0.0255935995948284,0.0429049417793959,0.0338351783413215,0.0235728395284383,0.0190725412588703,0.0263359320444897,0.0242409201516574,,,,,,,44.108,Linear,Linear,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
empirical_sigma.0001,0.493975171558097,0.463283912505628,0.459222469041074,0.4721605177016,0.35658013282478,0.367530257548231,0.363412353852099,0.362746824224633,0.001,0.001,0.001,0.001,0.001,0.001,16.6,Linear,Linear,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
empirical_sigma.001,0.317367591317743,0.296312187620262,0.319096616050712,0.310925464996239,0.248527128228276,0.246448362216551,0.252273670348112,0.24922701806811,0.01,0.01,0.01,0.01,0.01,0.01,17.5630000000001,Linear,Linear,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0770695483410847,0.075944882450437,0.0809136784466557,0.0779760364127258,0.0778933407459952,0.0850911487603622,0.0785703201834683,0.0805848644607267,0.1,0.1,0.1,0.1,0.1,0.1,19.034,Linear,Linear,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
empirical_sigma.02,0.0511065829431803,0.0508405237000164,0.0579361480476705,0.0532944182302891,0.0469435770090476,0.0499852704029041,0.0542136682366471,0.0505589333942034,0.2,0.2,0.2,0.2,0.2,0.2,18.978,Linear,Linear,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
empirical_sigma.03,0.0391275783045405,0.0421896109737768,0.0479661795469846,0.0430944562751007,0.0339464325758874,0.0342587889998221,0.0429496851157841,0.0374531750027371,0.3,0.3,0.3,0.3,0.3,0.3,19.359,Linear,Linear,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
empirical_independence,0.095089598696837,0.0925173244793401,0.0956777712269207,0.0944282314676992,0.0718671563562107,0.0672084641544389,0.0694230104884508,0.0695159491789094,Inf,Inf,Inf,Inf,Inf,Inf,19.376,Linear,Linear,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
Gaussian,0.033281716158678,0.0251679819636661,0.0447051490379507,0.0343849490534316,0.023936254842024,0.0190359053870258,0.0264443724694648,0.024672961571674,,,,,,,16.917,Linear,Linear,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
copula,0.0340360161554418,0.0265905218162459,0.0455676770294927,0.0353980716670601,0.0234396011243695,0.0198518754420125,0.0267636777315767,0.0247763958332568,,,,,,,44.17,Linear,Linear,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
